# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q2FZJ6	41.281	2.54e-59	201	98	gnl|DSMZ|unitig_0|quiver_consensus	2416555	2415725	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q8R887	54.699	2.45e-151	471	99	gnl|DSMZ|unitig_0|quiver_consensus	829694	830938	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_D3DKC4	55.528	5.18e-147	459	95	gnl|DSMZ|unitig_0|quiver_consensus	829718	830938	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q67N41	57.178	4.94e-146	456	99	gnl|DSMZ|unitig_0|quiver_consensus	829703	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B2V9M1	52.555	1.02e-142	447	97	gnl|DSMZ|unitig_0|quiver_consensus	829706	830938	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_C0QKX3	53.140	2.92e-140	439	98	gnl|DSMZ|unitig_0|quiver_consensus	829694	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B3PBD6	53.494	3.87e-140	439	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q2ILI1	53.902	2.44e-138	434	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q0ABQ9	52.657	4.01e-138	433	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830941	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_O85718	51.923	4.10e-138	433	99	gnl|DSMZ|unitig_0|quiver_consensus	829703	830941	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q8YMW8	51.799	2.08e-137	432	96	gnl|DSMZ|unitig_0|quiver_consensus	829691	830938	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A7HDY8	54.146	1.52e-137	432	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B8FJ72	51.566	9.57e-137	429	99	gnl|DSMZ|unitig_0|quiver_consensus	829694	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A6LUK9	54.813	1.25e-136	429	91	gnl|DSMZ|unitig_0|quiver_consensus	829694	830815	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q24MM6	53.808	3.08e-136	428	97	gnl|DSMZ|unitig_0|quiver_consensus	829718	830938	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q2JI36	52.830	1.15e-135	427	99	gnl|DSMZ|unitig_0|quiver_consensus	829706	830938	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q47WY2	51.429	1.19e-134	423	99	gnl|DSMZ|unitig_0|quiver_consensus	829682	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A0LI16	52.683	2.43e-131	414	99	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B4RB35	50.939	1.16e-130	412	98	gnl|DSMZ|unitig_0|quiver_consensus	829670	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q31RK5	52.133	6.93e-130	410	98	gnl|DSMZ|unitig_0|quiver_consensus	829691	830950	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q6AM21	50.602	2.68e-129	408	97	gnl|DSMZ|unitig_0|quiver_consensus	829688	830932	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A5EVR7	51.214	7.36e-129	407	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B7J439	51.951	8.00e-129	406	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q5WB66	52.771	1.58e-128	405	99	gnl|DSMZ|unitig_0|quiver_consensus	829706	830938	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A2BUN9	48.905	9.63e-128	404	96	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_B1ZZW8	52.742	1.23e-126	400	91	gnl|DSMZ|unitig_0|quiver_consensus	829706	830848	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q74LC1	49.507	1.15e-125	397	98	gnl|DSMZ|unitig_0|quiver_consensus	829721	830929	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q30YL7	52.334	4.66e-125	395	98	gnl|DSMZ|unitig_0|quiver_consensus	829718	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q5NFJ3	48.551	4.94e-123	390	98	gnl|DSMZ|unitig_0|quiver_consensus	829703	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q4FUZ8	47.826	5.64e-123	390	98	gnl|DSMZ|unitig_0|quiver_consensus	829703	830941	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A0LV49	50.966	2.01e-122	389	97	gnl|DSMZ|unitig_0|quiver_consensus	829697	830929	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A1TYW8	51.456	5.19e-122	387	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q6MS85	45.854	2.31e-119	379	98	gnl|DSMZ|unitig_0|quiver_consensus	829709	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q46HB6	49.386	2.05e-118	376	98	gnl|DSMZ|unitig_0|quiver_consensus	829718	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A8FSQ9	50.121	4.07e-118	376	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_A5G0E0	55.181	4.07e-118	376	96	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_P57376	44.552	1.59e-116	371	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q15WB3	48.426	3.20e-105	338	98	gnl|DSMZ|unitig_0|quiver_consensus	829706	830935	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
GLYOHMETRANS-RXN	5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase	2.1.2.1		UniRef90_Q4A6A3	40.952	6.85e-87	286	99	gnl|DSMZ|unitig_0|quiver_consensus	829697	830950	|1CMET2-PWY|	good_blast	NA	rxn00692 rxn15964 rxn19870 rxn33976 rxn33977 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A1W5A4	68.978	1.12e-124	388	99	gnl|DSMZ|unitig_0|quiver_consensus	2058529	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A1UTA5	65.185	9.87e-124	385	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A1S3W8	66.296	3.63e-121	377	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A1VQZ6	66.423	1.84e-119	373	99	gnl|DSMZ|unitig_0|quiver_consensus	2058529	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A0JZC7	64.794	1.60e-116	364	98	gnl|DSMZ|unitig_0|quiver_consensus	2058547	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q8Z412	62.222	6.46e-114	357	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q0ABR1	69.004	4.30e-114	357	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q3BX87	62.222	1.83e-112	352	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q8FR47	61.278	4.38e-112	351	97	gnl|DSMZ|unitig_0|quiver_consensus	2058547	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A0PQG7	62.030	2.28e-110	347	98	gnl|DSMZ|unitig_0|quiver_consensus	2058547	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q1LSU0	60.000	1.36e-109	344	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_P9WFR9	61.654	1.86e-109	344	98	gnl|DSMZ|unitig_0|quiver_consensus	2058547	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q73VZ2	62.406	1.96e-108	341	98	gnl|DSMZ|unitig_0|quiver_consensus	2058547	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q6FER7	57.840	1.10e-95	305	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q603S2	57.778	3.62e-95	303	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_P00469	49.211	2.22e-90	291	98	gnl|DSMZ|unitig_0|quiver_consensus	2058547	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_C0QWM9	50.185	8.33e-90	287	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_Q6KIQ6	47.826	2.96e-88	284	100	gnl|DSMZ|unitig_0|quiver_consensus	2058538	2059344	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
AMINOBENZCOALIG-RXN	2-aminobenzoate-CoA ligase	6.2.1.32		tr|F3Y661|F3Y661_STIAU	30.707	5.08e-60	211	99	gnl|DSMZ|unitig_0|quiver_consensus	905727	904288	|2AMINOBENZDEG-PWY|	good_blast	NA	rxn00723 rxn05125 	NA	0	1
AMBENCOATHAUERA-RXN	2-aminobenzoyl-CoA reductase		NA									|2AMINOBENZDEG-PWY|	no_blast	NA	 	NA	0	NA
2ASDOSALCAL-RXN	2-aminobenzenesulfonate 2,3-dioxygenase	1.14.12.14	NA									|2ASDEG-PWY|	no_blast	NA	rxn03496 	Subunit 1	0	NA
2ASDOSALCAL-RXN	2-aminobenzenesulfonate 2,3-dioxygenase	1.14.12.14	NA									|2ASDEG-PWY|	no_blast	NA	rxn03496 	Subunit 2	0	NA
2ASDOSALCAL-RXN	2-aminobenzenesulfonate 2,3-dioxygenase	1.14.12.14	NA									|2ASDEG-PWY|	no_blast	NA	rxn03496 	NA	0	NA
3SC23OALCAL-RXN	3-sulfocatechol 2,3-dioxygenase		NA									|2ASDEG-PWY|	no_seq_data	NA	 	NA	0	NA
3SC23OSPON-RXN	3SC23OSPON-RXN		NA									|2ASDEG-PWY|	spontaneous	NA	 	NA	0	NA
RXN-8529	RXN-8529	5.3.2.6	NA	UniRef90_Q93JW0	30.000	0.16	25.8	79	gnl|DSMZ|unitig_0|quiver_consensus	1206598	1206744	|2ASDEG-PWY|	bad_blast	NA	rxn24985 	NA	0	NA
4.1.1.77-RXN	4.1.1.77-RXN	4.1.1.77	NA									|2ASDEG-PWY|	no_blast	NA	rxn01894 rxn03675 rxn18926 	NA	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_C0QL95	27.019	6.59e-24	100	87	gnl|DSMZ|unitig_0|quiver_consensus	467595	466558	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit 1	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_E3PVQ0	26.286	6.89e-24	100	87	gnl|DSMZ|unitig_0|quiver_consensus	467595	466558	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit 2	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA									|2OXOBUTYRATECAT-PWY|	no_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit 3	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_S0G0W8	28.358	3.13e-04	33.9	90	gnl|DSMZ|unitig_0|quiver_consensus	451275	451475	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit 4	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA									|2OXOBUTYRATECAT-PWY|	no_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit 5rA	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_A0A928UJI9	30.400	1.24e-29	117	91	gnl|DSMZ|unitig_0|quiver_consensus	467595	466492	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit 5rB	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_V5WDH1	29.333	0.004	31.6	90	gnl|DSMZ|unitig_0|quiver_consensus	670896	671087	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit 5rC	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_A0A212LWC6	29.126	4.80e-09	48.9	83	gnl|DSMZ|unitig_0|quiver_consensus	473619	473888	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit 5rD	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_A0A0R3K2M0	26.571	1.81e-23	99.4	87	gnl|DSMZ|unitig_0|quiver_consensus	467595	466558	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit KorA	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_A0A4Y7RTV3	34.171	1.85e-26	104	77	gnl|DSMZ|unitig_0|quiver_consensus	466324	465764	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit KorB	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_A0A7U9XAD2	27.123	4.96e-21	91.7	90	gnl|DSMZ|unitig_0|quiver_consensus	467553	466501	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit PorA	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA									|2OXOBUTYRATECAT-PWY|	no_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit PorB	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA									|2OXOBUTYRATECAT-PWY|	no_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit PorC	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA									|2OXOBUTYRATECAT-PWY|	no_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit PorD	0	NA
2-OXOBUTYRATE-SYNTHASE-RXN	2-oxobutanoate:ferredoxin oxidoreductase	1.2.7.7	NA	UniRef50_A0A843FF00	35.294	2.56e-30	115	81	gnl|DSMZ|unitig_0|quiver_consensus	466339	465764	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05940 rxn13962 rxn14109 rxn14152 rxn17212 	Subunit undefined	0	NA
RXN-7938	acyl-CoA hydrolase (short chain)	3.1.2.18	NA	UniRef50_Q9I0E9	36.552	3.09e-22	89.4	87	gnl|DSMZ|unitig_0|quiver_consensus	1035381	1035815	|2OXOBUTYRATECAT-PWY|	bad_blast	NA	rxn05824 rxn24522 	NA	0	NA
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	36.049	7.70e-86	286	99	gnl|DSMZ|unitig_0|quiver_consensus	1021387	1022814	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	38.095	2.40e-81	273	99	gnl|DSMZ|unitig_0|quiver_consensus	1567955	1566525	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	36.009	2.47e-81	273	99	gnl|DSMZ|unitig_0|quiver_consensus	2880007	2881287	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	36.134	5.52e-75	254	99	gnl|DSMZ|unitig_0|quiver_consensus	1032992	1034392	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	36.817	5.70e-74	251	99	gnl|DSMZ|unitig_0|quiver_consensus	3071719	3070475	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39		UniRef90_P80668	35.185	2.64e-72	247	99	gnl|DSMZ|unitig_0|quiver_consensus	2458895	2457624	|2PHENDEG-PWY|	good_blast	NA	rxn01840 rxn20533 	NA	0	1
RXN-10817	phenylethylamine oxidase	1.4.3.21/1.4.3.4/1.4.3.9	NA									|2PHENDEG-PWY|	no_blast	NA	rxn01564 rxn01715 rxn01833 rxn01836 rxn01903 rxn02081 rxn02087 rxn02826 rxn02993 rxn03195 rxn03342 rxn03345 rxn03346 rxn03358 rxn03359 rxn06056 rxn11873 rxn11874 rxn11875 rxn12038 rxn12039 rxn21368 rxn25691 	NA	0	NA
