# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2025-02-20)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.32	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|P15729|2.A.1.1.32	26.108	9.41e-13	68.9	84	gnl|DSMZ|unitig_0|quiver_consensus	807049	808167	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.32	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P15729|2.A.1.1.32	26.108	9.41e-13	68.9	84	gnl|DSMZ|unitig_0|quiver_consensus	807049	808167	transporter
gnl|TC-DB|Q8VZ80|2.A.1.1.34	2.A.1.1.34	D-mannitol	EX_cpd00314_e0	rxn12587	gnl|TC-DB|Q8VZ80|2.A.1.1.34	22.348	0.012	36.6	77	gnl|DSMZ|unitig_0|quiver_consensus	3226053	3227177	transporter
gnl|TC-DB|Q8VZ80|2.A.1.1.34	2.A.1.1.34	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|Q8VZ80|2.A.1.1.34	22.348	0.012	36.6	77	gnl|DSMZ|unitig_0|quiver_consensus	3226053	3227177	transporter
gnl|TC-DB|Q8VZ80|2.A.1.1.34	2.A.1.1.34	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q8VZ80|2.A.1.1.34	22.348	0.012	36.6	77	gnl|DSMZ|unitig_0|quiver_consensus	3226053	3227177	transporter
gnl|TC-DB|Q8VZ80|2.A.1.1.34	2.A.1.1.34	xylitol	EX_cpd00306_e0	rxn12532	gnl|TC-DB|Q8VZ80|2.A.1.1.34	22.348	0.012	36.6	77	gnl|DSMZ|unitig_0|quiver_consensus	3226053	3227177	transporter
gnl|TC-DB|Q7BEC4|2.A.1.1.35	2.A.1.1.35	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q7BEC4|2.A.1.1.35	23.098	6.60e-15	75.5	76	gnl|DSMZ|unitig_0|quiver_consensus	807145	808167	transporter
gnl|TC-DB|Q400D8|2.A.1.1.36	2.A.1.1.36	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q400D8|2.A.1.1.36	24.946	1.22e-10	62.4	77	gnl|DSMZ|unitig_0|quiver_consensus	806908	808170	transporter
gnl|TC-DB|P49374|2.A.1.1.39	2.A.1.1.39	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P49374|2.A.1.1.39	23.285	3.35e-17	83.6	81	gnl|DSMZ|unitig_0|quiver_consensus	806920	808176	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.4	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q8G3X1|2.A.1.1.42	26.714	6.70e-25	107	81	gnl|DSMZ|unitig_0|quiver_consensus	806953	808173	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.4	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q8G3X1|2.A.1.1.42	26.714	6.70e-25	107	81	gnl|DSMZ|unitig_0|quiver_consensus	806953	808173	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.4	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q8G3X1|2.A.1.1.42	26.714	6.70e-25	107	81	gnl|DSMZ|unitig_0|quiver_consensus	806953	808173	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.4	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8G3X1|2.A.1.1.42	26.714	6.70e-25	107	81	gnl|DSMZ|unitig_0|quiver_consensus	806953	808173	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.4	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|Q8G3X1|2.A.1.1.42	26.714	6.70e-25	107	81	gnl|DSMZ|unitig_0|quiver_consensus	806953	808173	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.4	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q8G3X1|2.A.1.1.42	26.714	6.70e-25	107	81	gnl|DSMZ|unitig_0|quiver_consensus	806953	808173	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.4	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q8G3X1|2.A.1.1.42	26.714	6.70e-25	107	81	gnl|DSMZ|unitig_0|quiver_consensus	806953	808173	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.41	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|O52733|2.A.1.1.41	21.244	5.08e-16	79.0	83	gnl|DSMZ|unitig_0|quiver_consensus	807055	808191	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.42	Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8G3X1|2.A.1.1.42	26.714	6.70e-25	107	81	gnl|DSMZ|unitig_0|quiver_consensus	806953	808173	transporter
gnl|TC-DB|Q8L6Z8|2.A.1.1.45	2.A.1.1.45	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8L6Z8|2.A.1.1.45	22.892	1.6	29.3	77	gnl|DSMZ|unitig_0|quiver_consensus	3226080	3227153	transporter
gnl|TC-DB|Q2MEV7|2.A.1.1.51	2.A.1.1.51	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q2MEV7|2.A.1.1.51	21.364	1.3	29.6	80	gnl|DSMZ|unitig_0|quiver_consensus	806962	808176	transporter
gnl|TC-DB|Q2MEV7|2.A.1.1.51	2.A.1.1.51	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q2MEV7|2.A.1.1.51	21.364	1.3	29.6	80	gnl|DSMZ|unitig_0|quiver_consensus	806962	808176	transporter
gnl|TC-DB|Q8NTX0|2.A.1.1.53	2.A.1.1.53	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8NTX0|2.A.1.1.53	24.788	1.08e-10	62.4	95	gnl|DSMZ|unitig_0|quiver_consensus	806827	808173	transporter
gnl|TC-DB|Q8NTX0|2.A.1.1.53	2.A.1.1.53	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q8NTX0|2.A.1.1.53	24.788	1.08e-10	62.4	95	gnl|DSMZ|unitig_0|quiver_consensus	806827	808173	transporter
gnl|TC-DB|Q8NL90|2.A.1.1.54	2.A.1.1.54	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q8NL90|2.A.1.1.54	24.130	4.90e-13	70.1	88	gnl|DSMZ|unitig_0|quiver_consensus	806947	808173	transporter
gnl|TC-DB|Q5A8J5|2.A.1.1.73	2.A.1.1.73	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|Q5A8J5|2.A.1.1.73	23.349	1.05e-10	62.8	76	gnl|DSMZ|unitig_0|quiver_consensus	806974	808170	transporter
gnl|TC-DB|Q9XIH7|2.A.1.1.75	2.A.1.1.75	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q9XIH7|2.A.1.1.75	23.711	2.53e-12	67.8	75	gnl|DSMZ|unitig_0|quiver_consensus	806953	808020	transporter
gnl|TC-DB|Q9XIH7|2.A.1.1.75	2.A.1.1.75	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q9XIH7|2.A.1.1.75	23.711	2.53e-12	67.8	75	gnl|DSMZ|unitig_0|quiver_consensus	806953	808020	transporter
gnl|TC-DB|Q1XF07|2.A.1.1.79	2.A.1.1.79	xylitol	EX_cpd00306_e0	rxn12532	gnl|TC-DB|Q1XF07|2.A.1.1.79	24.566	1.65e-12	68.2	76	gnl|DSMZ|unitig_0|quiver_consensus	806920	808020	transporter
gnl|TC-DB|Q7SCU1|2.A.1.1.82	2.A.1.1.82	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q7SCU1|2.A.1.1.82	23.929	2.75e-17	84.0	91	gnl|DSMZ|unitig_0|quiver_consensus	806641	808170	transporter
gnl|TC-DB|Q7SD12|2.A.1.1.83	2.A.1.1.83	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q7SD12|2.A.1.1.83	24.000	8.20e-13	69.3	80	gnl|DSMZ|unitig_0|quiver_consensus	806980	808185	transporter
gnl|TC-DB|Q9NY64|2.A.1.1.89	2.A.1.1.89	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9NY64|2.A.1.1.89	24.121	0.009	36.6	79	gnl|DSMZ|unitig_0|quiver_consensus	1684665	1685672	transporter
gnl|TC-DB|Q8TDB8|2.A.1.1.90	2.A.1.1.90	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8TDB8|2.A.1.1.90	24.476	4.14e-07	50.8	78	gnl|DSMZ|unitig_0|quiver_consensus	807016	808227	transporter
gnl|TC-DB|P11169|2.A.1.1.91	2.A.1.1.91	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P11169|2.A.1.1.91	23.810	3.43e-07	50.8	82	gnl|DSMZ|unitig_0|quiver_consensus	807016	808227	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P0AFF4|2.A.1.10.1	22.581	0.002	38.1	81	gnl|DSMZ|unitig_0|quiver_consensus	5018258	5017308	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	cytidine	EX_cpd00367_e0	rxn05198,rxn08289,rxn10857,rxn12413,rxn13338,rxn10997	gnl|TC-DB|P0AFF4|2.A.1.10.1	22.581	0.002	38.1	81	gnl|DSMZ|unitig_0|quiver_consensus	5018258	5017308	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|P0AFF4|2.A.1.10.1	22.581	0.002	38.1	81	gnl|DSMZ|unitig_0|quiver_consensus	5018258	5017308	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P0AFF4|2.A.1.10.1	22.581	0.002	38.1	81	gnl|DSMZ|unitig_0|quiver_consensus	5018258	5017308	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	thymidine	EX_cpd00184_e0	rxn05200,rxn09298,rxn10892,rxn12457	gnl|TC-DB|P0AFF4|2.A.1.10.1	22.581	0.002	38.1	81	gnl|DSMZ|unitig_0|quiver_consensus	5018258	5017308	transporter
UniRef90_A0A6C9EHW0|2.A.1.11.1	2.A.1.11.1	FORMATE	EX_cpd00047_e0	rxn05559,rxn08524,rxn10860,rxn12422,rxn34214,rxn34215,rxn34216,rxn34459,rxn27362	UniRef90_A0A6C9EHW0|2.A.1.11.1	30.065	1.67e-29	119	97	gnl|DSMZ|unitig_0|quiver_consensus	437936	439291	transporter
UniRef90_A0A6C9EHW0|2.A.1.11.1	2.A.1.11.1	OXALATE	EX_cpd00180_e0	rxn12615,rxn27362	UniRef90_A0A6C9EHW0|2.A.1.11.1	30.065	1.67e-29	119	97	gnl|DSMZ|unitig_0|quiver_consensus	437936	439291	transporter
UniRef90_A0A6C9EHW0|2.A.1.11.1	2.A.1.11.1	formate	EX_cpd00047_e0	rxn05559,rxn08524,rxn10860,rxn12422,rxn34214,rxn34215,rxn34216,rxn34459,rxn27362	UniRef90_A0A6C9EHW0|2.A.1.11.1	30.065	1.67e-29	119	97	gnl|DSMZ|unitig_0|quiver_consensus	437936	439291	transporter
gnl|TC-DB|P37662|2.A.1.11.3	2.A.1.11.3	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P37662|2.A.1.11.3	22.905	4.58e-04	40.4	86	gnl|DSMZ|unitig_0|quiver_consensus	5086376	5085354	transporter
gnl|TC-DB|AOW29153.1|2.A.1.12.3	2.A.1.12.3	2-oxoglutarate	EX_cpd00024_e0	rxn05493,rxn08095,rxn09827,rxn34192,rxn34193	gnl|TC-DB|AOW29153.1|2.A.1.12.3	20.771	5.39e-12	66.6	85	gnl|DSMZ|unitig_0|quiver_consensus	5339097	5337742	transporter
gnl|TC-DB|AOW29153.1|2.A.1.12.3	2.A.1.12.3	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|AOW29153.1|2.A.1.12.3	20.771	5.39e-12	66.6	85	gnl|DSMZ|unitig_0|quiver_consensus	5339097	5337742	transporter
gnl|TC-DB|AOW29153.1|2.A.1.12.3	2.A.1.12.3	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|AOW29153.1|2.A.1.12.3	20.771	5.39e-12	66.6	85	gnl|DSMZ|unitig_0|quiver_consensus	5339097	5337742	transporter
gnl|TC-DB|AOW29153.1|2.A.1.12.3	2.A.1.12.3	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|AOW29153.1|2.A.1.12.3	20.771	5.39e-12	66.6	85	gnl|DSMZ|unitig_0|quiver_consensus	5339097	5337742	transporter
gnl|TC-DB|AOW29153.1|2.A.1.12.3	2.A.1.12.3	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|AOW29153.1|2.A.1.12.3	20.771	5.39e-12	66.6	85	gnl|DSMZ|unitig_0|quiver_consensus	5339097	5337742	transporter
gnl|TC-DB|AOW29153.1|2.A.1.12.3	2.A.1.12.3	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|AOW29153.1|2.A.1.12.3	20.771	5.39e-12	66.6	85	gnl|DSMZ|unitig_0|quiver_consensus	5339097	5337742	transporter
gnl|TC-DB|AOW29153.1|2.A.1.12.3	2.A.1.12.3	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|AOW29153.1|2.A.1.12.3	20.771	5.39e-12	66.6	85	gnl|DSMZ|unitig_0|quiver_consensus	5339097	5337742	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|P42237|2.A.1.14.1	30.682	1.10e-51	186	99	gnl|DSMZ|unitig_0|quiver_consensus	5325042	5323777	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P42237|2.A.1.14.1	30.682	1.10e-51	186	99	gnl|DSMZ|unitig_0|quiver_consensus	5325042	5323777	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P42237|2.A.1.14.1	30.682	1.10e-51	186	99	gnl|DSMZ|unitig_0|quiver_consensus	5325042	5323777	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	pantothenate	EX_cpd00644_e0	rxn05308,rxn09165,rxn10180	gnl|TC-DB|P42237|2.A.1.14.1	30.682	1.10e-51	186	99	gnl|DSMZ|unitig_0|quiver_consensus	5325042	5323777	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|P42237|2.A.1.14.1	30.682	1.10e-51	186	99	gnl|DSMZ|unitig_0|quiver_consensus	5325042	5323777	transporter
gnl|TC-DB|O13880|2.A.1.14.19	2.A.1.14.19	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|O13880|2.A.1.14.19	24.609	6.90e-22	98.6	77	gnl|DSMZ|unitig_0|quiver_consensus	3932176	3933372	transporter
gnl|TC-DB|F2YPN7|2.A.1.14.26	2.A.1.14.26	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|F2YPN7|2.A.1.14.26	22.251	3.03e-10	60.8	76	gnl|DSMZ|unitig_0|quiver_consensus	5324949	5323846	transporter
gnl|TC-DB|Q14916|2.A.1.14.27	2.A.1.14.27	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q14916|2.A.1.14.27	21.235	1.64e-08	55.1	84	gnl|DSMZ|unitig_0|quiver_consensus	5324991	5323834	transporter
gnl|TC-DB|Q14916|2.A.1.14.27	2.A.1.14.27	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q14916|2.A.1.14.27	21.235	1.64e-08	55.1	84	gnl|DSMZ|unitig_0|quiver_consensus	5324991	5323834	transporter
gnl|TC-DB|C4ZZU4|2.A.1.14.40	2.A.1.14.4	L-aspartic acid	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|C4ZZU4|2.A.1.14.40	26.291	5.35e-44	163	98	gnl|DSMZ|unitig_0|quiver_consensus	5325048	5323834	transporter
gnl|TC-DB|C4ZZU4|2.A.1.14.40	2.A.1.14.4	allantoin	EX_cpd01092_e0	rxn05682,rxn08116,rxn09698,rxn34487	gnl|TC-DB|C4ZZU4|2.A.1.14.40	26.291	5.35e-44	163	98	gnl|DSMZ|unitig_0|quiver_consensus	5325048	5323834	transporter
gnl|TC-DB|C4ZZU4|2.A.1.14.40	2.A.1.14.4	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|C4ZZU4|2.A.1.14.40	26.291	5.35e-44	163	98	gnl|DSMZ|unitig_0|quiver_consensus	5325048	5323834	transporter
gnl|TC-DB|C4ZZU4|2.A.1.14.40	2.A.1.14.4	glucuronate	EX_cpd00164_e0	rxn05574,rxn08622	gnl|TC-DB|C4ZZU4|2.A.1.14.40	26.291	5.35e-44	163	98	gnl|DSMZ|unitig_0|quiver_consensus	5325048	5323834	transporter
gnl|TC-DB|C4ZZU4|2.A.1.14.40	2.A.1.14.4	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|C4ZZU4|2.A.1.14.40	26.291	5.35e-44	163	98	gnl|DSMZ|unitig_0|quiver_consensus	5325048	5323834	transporter
gnl|TC-DB|C4ZZU4|2.A.1.14.40	2.A.1.14.40	D-glucarate	EX_cpd00609_e0	rxn05572,rxn08613	gnl|TC-DB|C4ZZU4|2.A.1.14.40	26.291	5.35e-44	163	98	gnl|DSMZ|unitig_0|quiver_consensus	5325048	5323834	transporter
gnl|TC-DB|P94774|2.A.1.14.41	2.A.1.14.41	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|P94774|2.A.1.14.41	26.518	2.33e-20	90.5	90	gnl|DSMZ|unitig_0|quiver_consensus	5325060	5324143	transporter
gnl|TC-DB|P94774|2.A.1.14.41	2.A.1.14.41	glucuronate	EX_cpd00164_e0	rxn05574,rxn08622	gnl|TC-DB|P94774|2.A.1.14.41	26.518	2.33e-20	90.5	90	gnl|DSMZ|unitig_0|quiver_consensus	5325060	5324143	transporter
gnl|TC-DB|P0AA76|2.A.1.14.7	2.A.1.14.7	D-galactonate	EX_cpd00653_e0	rxn08578,rxn10160	gnl|TC-DB|P0AA76|2.A.1.14.7	30.118	7.10e-50	180	98	gnl|DSMZ|unitig_0|quiver_consensus	5325072	5323834	transporter
gnl|TC-DB|Q51955|2.A.1.15.1	2.A.1.15.1	4-hydroxybenzoate	EX_cpd00136_e0	rxn12433,rxn12549,rxn12680,rxn29120	gnl|TC-DB|Q51955|2.A.1.15.1	84.375	0.0	640	100	gnl|DSMZ|unitig_0|quiver_consensus	1510275	1511618	transporter
gnl|TC-DB|Q51955|2.A.1.15.1	2.A.1.15.1	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|Q51955|2.A.1.15.1	84.375	0.0	640	100	gnl|DSMZ|unitig_0|quiver_consensus	1510275	1511618	transporter
gnl|TC-DB|Q51955|2.A.1.15.1	2.A.1.15.1	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q51955|2.A.1.15.1	84.375	0.0	640	100	gnl|DSMZ|unitig_0|quiver_consensus	1510275	1511618	transporter
gnl|TC-DB|Q51955|2.A.1.15.1	2.A.1.15.1	spermidine	EX_cpd00264_e0	rxn05652,rxn09660,rxn29135,rxn34532,rxn34533,rxn11262	gnl|TC-DB|Q51955|2.A.1.15.1	84.375	0.0	640	100	gnl|DSMZ|unitig_0|quiver_consensus	1510275	1511618	transporter
gnl|TC-DB|Q88I34|2.A.1.15.16	2.A.1.15.16	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q88I34|2.A.1.15.16	56.011	6.60e-103	333	87	gnl|DSMZ|unitig_0|quiver_consensus	5678330	5679427	transporter
gnl|TC-DB|P77589|2.A.1.15.2	2.A.1.15.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P77589|2.A.1.15.2	32.850	1.23e-36	140	95	gnl|DSMZ|unitig_0|quiver_consensus	1510371	1511606	transporter
gnl|TC-DB|P77589|2.A.1.15.2	2.A.1.15.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P77589|2.A.1.15.2	32.850	1.23e-36	140	95	gnl|DSMZ|unitig_0|quiver_consensus	1510371	1511606	transporter
gnl|TC-DB|Q46M63|2.A.1.15.3	2.A.1.15.3	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|Q46M63|2.A.1.15.3	36.041	1.70e-28	117	85	gnl|DSMZ|unitig_0|quiver_consensus	4346415	4347575	transporter
gnl|TC-DB|O30513|2.A.1.15.5	2.A.1.15.5	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|O30513|2.A.1.15.5	32.947	2.04e-59	209	96	gnl|DSMZ|unitig_0|quiver_consensus	1510308	1511582	transporter
gnl|TC-DB|Q6FBB3|2.A.1.15.7	2.A.1.15.7	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q6FBB3|2.A.1.15.7	34.123	7.91e-61	213	98	gnl|DSMZ|unitig_0|quiver_consensus	1109476	1110732	transporter
gnl|TC-DB|P17583|2.A.1.17.1	2.A.1.17.1	cyanate	EX_cpd01015_e0	rxn08278,rxn10132	gnl|TC-DB|P17583|2.A.1.17.1	44.503	1.32e-59	206	98	gnl|DSMZ|unitig_0|quiver_consensus	287765	286647	transporter
gnl|TC-DB|Q04FN1|2.A.1.17.2	2.A.1.17.2	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q04FN1|2.A.1.17.2	26.020	8.60e-23	99.0	98	gnl|DSMZ|unitig_0|quiver_consensus	1181376	1182416	transporter
gnl|TC-DB|Q86VW1|2.A.1.19.12	2.A.1.19.12	carnitine	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|TC-DB|Q86VW1|2.A.1.19.12	20.211	0.069	33.9	77	gnl|DSMZ|unitig_0|quiver_consensus	1109368	1110642	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	26.247	1.73e-18	86.3	92	gnl|DSMZ|unitig_0|quiver_consensus	3826586	3827641	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	26.247	1.73e-18	86.3	92	gnl|DSMZ|unitig_0|quiver_consensus	3826586	3827641	transporter
gnl|TC-DB|P23910|2.A.1.2.14	2.A.1.2.14	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P23910|2.A.1.2.14	33.247	4.58e-49	176	97	gnl|DSMZ|unitig_0|quiver_consensus	3240397	3239255	transporter
gnl|TC-DB|P23910|2.A.1.2.14	2.A.1.2.14	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P23910|2.A.1.2.14	33.247	4.58e-49	176	97	gnl|DSMZ|unitig_0|quiver_consensus	3240397	3239255	transporter
gnl|TC-DB|P31122|2.A.1.2.15	2.A.1.2.15	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P31122|2.A.1.2.15	58.407	4.27e-94	306	93	gnl|DSMZ|unitig_0|quiver_consensus	4076063	4075047	transporter
gnl|TC-DB|P31122|2.A.1.2.15	2.A.1.2.15	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P31122|2.A.1.2.15	58.407	4.27e-94	306	93	gnl|DSMZ|unitig_0|quiver_consensus	4076063	4075047	transporter
gnl|TC-DB|Q9S3J9|2.A.1.2.18	2.A.1.2.18	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|Q9S3J9|2.A.1.2.18	58.702	1.14e-100	325	98	gnl|DSMZ|unitig_0|quiver_consensus	4076063	4075047	transporter
gnl|TC-DB|Q9S3J9|2.A.1.2.18	2.A.1.2.18	melibiose	EX_cpd03198_e0	rxn05612,rxn08906,rxn08907,rxn29106	gnl|TC-DB|Q9S3J9|2.A.1.2.18	58.702	1.14e-100	325	98	gnl|DSMZ|unitig_0|quiver_consensus	4076063	4075047	transporter
